empresa_cnpj,empresa_razaoSocial,processo_numero,peticao_expediente,peticao_dataEntrada,assunto_descricao,situacao_descricao,peticao_dataPublicacao,Tempo_Peticao
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351255803201969,389747198,2019-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-07-20 00:00:00-03:00,445
33078528000132,TORRENT DO BRASIL LTDA,25351255787202218,1451106221,2022-03-30 13:56:08-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2024-05-20 00:00:00-03:00,781
61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,25351255736201982,389663193,2019-05-02 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-11-30 00:00:00-03:00,578
17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,25351255492201938,389396191,2019-05-02 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-09-18 00:00:00-03:00,1600
33078528000132,TORRENT DO BRASIL LTDA,25351254784202178,1201572215,2021-03-29 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-10-24 00:00:00-03:00,574
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,25351254555202153,1200716211,2021-03-29 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-02-14 00:00:00-03:00,322
21798065000102,VERTEX FARMACEUTICA DO BRASIL LTDA.,25351254526202191,1200613211,2021-03-29 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2022-03-02 00:00:00-03:00,338
5035244000123,SUN FARMACÊUTICA DO BRASIL LTDA,25351253596202211,1438713221,2022-03-29 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2022-06-27 00:00:00-03:00,90
61190096000192,EUROFARMA LABORATORIOS S.A.,25351252967201519,364833154,2015-04-28 07:10:00-03:00,Medicamento Inovador - Registro de Medicamento com Inovação Diversa,Foi publicado o deferimento do processo ou da petição.,2018-07-30 00:00:00-03:00,1188
49324221000104,FRESENIUS KABI BRASIL LTDA,25351252756201900,385521190,2019-04-30 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-04-12 00:00:00-03:00,713
2814497000107,CIMED INDUSTRIA S.A,25351252586201803,356669187,2018-05-04 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-12-21 00:00:00-03:00,962
33078528000132,TORRENT DO BRASIL LTDA,25351252029202230,1433572227,2022-03-29 07:43:15-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2022-08-15 00:00:00-03:00,138
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,25351250982202243,4495283220,2022-08-02 13:22:16-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2025-05-19 00:00:00-03:00,1020
56992217000180,WELEDA DO BRASIL LABORATORIO E FARMACIA LTDA,25351250374201517,361342159,2015-04-27 00:00:00-03:00,DINAMIZADO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2017-02-06 00:00:00-03:00,651
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351250348202219,1422723221,2022-03-28 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-10-19 00:00:00-03:00,570
5333542000108,TEVA FARMACÊUTICA LTDA.,25351249643201791,829530171,2017-05-09 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2018-12-24 00:00:00-03:00,594
60318797000100,ASTRAZENECA DO BRASIL LTDA,25351249396201676,2134857160,2016-08-01 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Nova Associação no País,Foi publicado o deferimento do processo ou da petição.,2019-10-07 00:00:00-03:00,1162
60318797000100,ASTRAZENECA DO BRASIL LTDA,25351248762202250,1416560221,2022-03-28 07:23:39-03:00,MEDICAMENTO NOVO - Registro de Nova Associação no País,Foi publicado o deferimento do processo ou da petição.,2024-08-12 00:00:00-03:00,867
68949239000146,UNITED MEDICAL LTDA,25351248745201836,351719185,2018-05-03 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2019-10-14 00:00:00-03:00,529
48396378000182,UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA,25351248719201714,823563175,2017-05-08 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-12-31 00:00:00-03:00,602
72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,25351248682201674,2134064161,2016-08-01 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-12-10 00:00:00-03:00,861
11643096000122,VIATRIS FARMACEUTICA DO BRASIL LTDA,25351248517201511,358317151,2015-04-24 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-09-10 00:00:00-03:00,1235
61190096000192,EUROFARMA LABORATORIOS S.A.,25351248095202124,3516383216,2021-09-06 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-07-10 00:00:00-03:00,672
33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,25351246142201591,355125153,2015-04-24 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-10-08 00:00:00-03:00,1263
7718721000180,BEAUFOUR IPSEN FARMACÊUTICA LTDA,25351245711201890,347194182,2018-05-02 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2018-10-15 00:00:00-03:00,166
42457796000156,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA,25351245077201895,346425183,2018-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-12-17 00:00:00-03:00,229
42457796000156,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA,25351245009201826,346349184,2018-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-10-29 00:00:00-03:00,545
58430828000160,BLAU FARMACEUTICA S.A.,25351244982201917,373792196,2019-04-26 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-08-30 00:00:00-03:00,1222
2501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,25351244916201858,346241182,2018-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-12-02 00:00:00-03:00,579
73657876000189,ORIENT MIX FITOTERÁPICOS DO BRASIL LTDA.,25351244138201766,796769171,2017-05-05 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2020-02-17 00:00:00-03:00,1018
10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,25351243639202242,4486476221,2022-08-01 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-09-25 00:00:00-03:00,420
61190096000192,EUROFARMA LABORATORIOS S.A.,25351242670202347,394299236,2023-04-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2025-08-04 00:00:00-03:00,838
61100004000136,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.,25351242505202212,1375243220,2022-03-25 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2023-04-10 00:00:00-03:00,381
64171697000146,ACCORD FARMACÊUTICA LTDA,25351241832202087,977620206,2020-04-01 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2020-05-04 00:00:00-03:00,33
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351241734202040,977462209,2020-04-01 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2021-07-05 00:00:00-03:00,460
21896000000191,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA,25351241572201914,368949192,2019-04-25 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2020-05-25 00:00:00-03:00,396
61190096000192,EUROFARMA LABORATORIOS S.A.,25351239476201599,345967155,2015-04-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-12-16 00:00:00-03:00,1699
48344725000719,ALTHAIA S.A. INDUSTRIA FARMACEUTICA,25351239284201533,345720156,2015-04-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-10-14 00:00:00-03:00,1636
5035244000123,SUN FARMACÊUTICA DO BRASIL LTDA,25351238661201975,364123196,2019-04-24 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-01-25 00:00:00-03:00,642
61230314000175,LIBBS FARMACÊUTICA LTDA,25351237710201952,362517196,2019-04-23 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-05-10 00:00:00-03:00,748
58430828000160,BLAU FARMACEUTICA S.A.,25351237573202171,1148474218,2021-03-25 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-10-17 00:00:00-03:00,571
48396378000182,UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA,25351236854201760,775620178,2017-05-03 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2018-03-12 00:00:00-03:00,313
48396378000182,UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA,25351236827201791,775566170,2017-05-03 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2018-03-12 00:00:00-03:00,313
62462015000129,APSEN FARMACEUTICA S/A,25351236643202254,4482050220,2022-08-01 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o indeferimento do processo ou da petição.,2025-02-10 00:00:00-03:00,924
24633934000129,Camber Farmaceutica Ltda,25351236551202274,4481956221,2022-08-01 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2022-10-03 00:00:00-03:00,63
24633934000129,Camber Farmaceutica Ltda,25351236520202213,4481893229,2022-08-01 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2025-08-04 00:00:00-03:00,1099
49324221000104,FRESENIUS KABI BRASIL LTDA,25351235758202060,962209208,2020-03-31 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-08-14 00:00:00-03:00,136
33349473000158,FARMOQUÍMICA S/A,25351235505202096,961535201,2020-03-31 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Concentração Nova no País,Foi publicado o indeferimento do processo ou da petição.,2021-09-13 00:00:00-03:00,531
58430828000160,BLAU FARMACEUTICA S.A.,25351235108201718,767796171,2017-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2019-02-04 00:00:00-03:00,643
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351235098201770,767726170,2017-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-08-06 00:00:00-03:00,461
8157293000127,NATCOFARMA DO BRASIL LTDA,25351234664201606,2113348164,2016-07-25 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-08-06 00:00:00-03:00,742
5994539000127,HEEL DO BRASIL BIOMÉDICA LTDA,25351234608202209,1339195220,2022-03-23 00:00:00-03:00,DINAMIZADO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2023-08-28 00:00:00-03:00,523
55980684000127,ADIUM S.A.,25351234485201718,766421174,2017-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-04-02 00:00:00-03:00,335
61190096000192,EUROFARMA LABORATORIOS S.A.,25351233632201757,764708175,2017-05-02 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-07-23 00:00:00-03:00,447
33247743000110,GLAXOSMITHKLINE BRASIL LTDA,25351232639202055,950987209,2020-03-30 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento Novo,Foi publicado o deferimento do processo ou da petição.,2021-03-08 00:00:00-03:00,343
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351232330201921,354926197,2019-04-22 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-04-25 00:00:00-03:00,1099
317372000146,GALDERMA BRASIL LTDA,25351232213201581,334857151,2015-04-17 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2020-01-20 00:00:00-03:00,1739
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351230577201822,325193184,2018-04-25 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-07-08 00:00:00-03:00,439
24633934000129,Camber Farmaceutica Ltda,25351230554202032,3568218203,2020-10-15 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-03-27 00:00:00-03:00,893
47231121000108,BEKER PRODUTOS FARMACO HOSPITALARES LTDA,25351229652201993,350611198,2019-04-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-06-13 00:00:00-03:00,1152
39809660000153,TARGO COMÉRCIO INTERNACIONAL LIMITADA,25351229615201588,331288157,2015-04-16 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-07-02 00:00:00-03:00,1173
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351228777202200,1311348228,2022-03-22 11:27:51-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-05-29 00:00:00-03:00,432
60831658000177,BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.,25351228377201516,329819151,2015-04-16 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Nova Associação no País,Foi publicado o deferimento do processo ou da petição.,2022-05-09 00:00:00-03:00,2580
17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,25351228111202162,3477555212,2021-09-03 10:59:34-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-12-18 00:00:00-03:00,835
5333542000108,TEVA FARMACÊUTICA LTDA.,25351227487201610,2103561160,2016-07-21 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-01-22 00:00:00-03:00,550
44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,25351227328201785,720049178,2017-04-26 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-02-25 00:00:00-03:00,670
61230314000175,LIBBS FARMACÊUTICA LTDA,25351227100201903,346378190,2019-04-17 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-04-19 00:00:00-03:00,733
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351226901202294,1306051221,2022-03-22 07:54:51-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2024-02-05 00:00:00-03:00,684
92695691000103,KLEY HERTZ FARMACEUTICA S.A,25351226720202187,3475775219,2021-09-03 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-07-10 00:00:00-03:00,675
36130126000128,SANUSPHAR PESQUISA E DESENVOVIMENTO LTDA,25351226229202318,369185233,2023-04-13 08:07:34-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2024-08-12 00:00:00-03:00,486
61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,25351225914202246,4469327223,2022-07-28 11:16:46-03:00,MEDICAMENTO NOVO - Registro de Concentração Nova no País,Foi publicado o deferimento do processo ou da petição.,2025-02-03 00:00:00-03:00,920
2501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,25351225676202198,3475156214,2021-09-03 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2024-04-29 00:00:00-03:00,969
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351225178202498,553214241,2024-04-26 11:00:29-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2025-06-02 00:00:00-03:00,401
57507378000365,EMS S/A,25351225021202209,4468352229,2022-07-28 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-09-25 00:00:00-03:00,424
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351224835202218,4468136224,2022-07-28 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2024-07-01 00:00:00-03:00,704
18268051000164,CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA,25351224587202213,4467894221,2022-07-28 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2024-06-24 00:00:00-03:00,697
61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,25351224576202144,1113975217,2021-03-23 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2023-07-03 00:00:00-03:00,832
48344725000719,ALTHAIA S.A. INDUSTRIA FARMACEUTICA,25351223414201601,2098541160,2016-07-20 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-10-05 00:00:00-03:00,1538
17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,25351222512201595,321746159,2015-04-14 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2017-04-10 00:00:00-03:00,727
2685377000157,SANOFI-AVENTIS FARMACÊUTICA LTDA,25351221585201666,2096555169,2016-07-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-04-23 00:00:00-03:00,643
10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,25351221555201617,2096521164,2016-07-19 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2019-03-06 00:00:00-03:00,960
18268051000164,CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA,25351220653202014,911403203,2020-03-26 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2022-10-03 00:00:00-03:00,921
61230314000175,LIBBS FARMACÊUTICA LTDA,25351220265202114,1099488212,2021-03-22 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2023-01-02 00:00:00-03:00,651
14665928000108,VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACÊUTICOS LTDA,25351220240202111,1099407216,2021-03-22 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2021-03-30 00:00:00-03:00,8
61190096000192,EUROFARMA LABORATORIOS S.A.,25351219134201786,696679179,2017-04-24 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-07-29 00:00:00-03:00,826
84684620000187,LABORATORIO CATARINENSE LTDA,25351219026201640,2092069165,2016-07-18 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2017-12-18 00:00:00-03:00,518
64171697000146,ACCORD FARMACÊUTICA LTDA,25351218953201760,696298170,2017-04-24 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-07-16 00:00:00-03:00,448
5161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,25351217045202286,4457236221,2022-07-27 10:23:41-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2025-06-30 00:00:00-03:00,1068
60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,25351216517201604,2089557167,2016-07-18 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2019-11-25 00:00:00-03:00,1225
57507378000365,EMS S/A,25351215871201995,329934191,2019-04-12 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Nova Associação no País,Foi publicado o indeferimento do processo ou da petição.,2020-02-17 00:00:00-03:00,311
83874628000143,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,25351215619201501,312019158,2015-04-10 00:00:00-03:00,MEDICAMENTO FITOTERÁPICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2017-05-08 00:00:00-03:00,759
394502007157,LABORATÓRIO FARMACÊUTICO DA MARINHA,25351215427201540,311738153,2015-04-10 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o indeferimento do processo ou da petição.,2018-10-22 00:00:00-03:00,1291
58430828000160,BLAU FARMACEUTICA S.A.,25351215169201921,328332191,2019-04-11 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-11-23 00:00:00-03:00,592
64171697000146,ACCORD FARMACÊUTICA LTDA,25351214722201531,310616151,2015-04-09 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2015-05-11 00:00:00-03:00,32
44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,25351214526201696,2083545161,2016-07-15 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-07-27 00:00:00-03:00,1473
60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,25351214061201831,301397189,2018-04-18 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2020-02-10 00:00:00-03:00,663
33078528000132,TORRENT DO BRASIL LTDA,25351212751202070,886662207,2020-03-24 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Nova Associação no País,Foi publicado o deferimento do processo ou da petição.,2022-07-18 00:00:00-03:00,846
61190096000192,EUROFARMA LABORATORIOS S.A.,25351212679201731,658879174,2017-04-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2018-04-23 00:00:00-03:00,369
19136432000152,EXELTIS LABORATORIO FARMACEUTICO LTDA,25351211178201901,322440192,2019-04-10 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Medicamento com mesmo(s) IFA(s) de Medicamento Novo já registrado,Foi publicado o deferimento do processo ou da petição.,2021-05-03 00:00:00-03:00,754
60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,25351210929201544,305198156,2015-04-08 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Nova Associação no País,Foi publicado o deferimento do processo ou da petição.,2019-06-24 00:00:00-03:00,1538
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351209818202331,342514232,2023-04-05 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2025-01-06 00:00:00-03:00,642
44363661000157,GLENMARK FARMACÊUTICA LTDA,25351208651201824,293810183,2018-04-16 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2018-09-24 00:00:00-03:00,161
64171697000146,ACCORD FARMACÊUTICA LTDA,25351208462202076,873722203,2020-03-23 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-05-16 00:00:00-03:00,784
61190096000192,EUROFARMA LABORATORIOS S.A.,25351208011202209,4443643222,2022-07-19 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2024-02-26 00:00:00-03:00,587
44363661000157,GLENMARK FARMACÊUTICA LTDA,25351207801201882,292595188,2018-04-16 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2020-01-27 00:00:00-03:00,651
24633934000129,Camber Farmaceutica Ltda,25351207799201841,292652181,2018-04-16 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2019-10-14 00:00:00-03:00,546
49475833000106,BIOLAB SANUS FARMACEUTICA LTDA,25351206136202113,3432741210,2021-08-31 00:00:00-03:00,ESPECÍFICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2022-08-22 00:00:00-03:00,356
62462015000129,APSEN FARMACEUTICA S/A,25351206068202184,3432421216,2021-08-31 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2023-11-27 00:00:00-03:00,818
62462015000129,APSEN FARMACEUTICA S/A,25351206007202117,3432271210,2021-08-31 00:00:00-03:00,SIMILAR - Registro de Medicamento Similar,Foi publicado o deferimento do processo ou da petição.,2023-07-25 00:00:00-03:00,693
64171697000146,ACCORD FARMACÊUTICA LTDA,25351206004202183,3432263219,2021-08-31 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2024-08-05 00:00:00-03:00,1070
44363661000157,GLENMARK FARMACÊUTICA LTDA,25351205839201568,297425158,2015-04-07 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o deferimento do processo ou da petição.,2016-12-26 00:00:00-03:00,629
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351205586201966,314302193,2019-04-08 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2021-12-06 00:00:00-03:00,973
73663650000190,RANBAXY FARMACÊUTICA LTDA,25351205552202277,4438588229,2022-07-18 00:00:00-03:00,GENERICO - Registro de Medicamento,Foi publicado o indeferimento do processo ou da petição.,2022-09-05 00:00:00-03:00,49
3978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,25351205543202286,4438559225,2022-07-18 00:00:00-03:00,MEDICAMENTO NOVO - Registro de Forma Farmacêutica Nova no País,Foi publicado o deferimento do processo ou da petição.,2025-06-09 00:00:00-03:00,1057
